回复 @桉仔崽崽 :哈哈哈哈,辛巳岁余一,女,啦啦啦啦(´∇｀),子评论
回复 @泛渚 :抽本小红书,九峰顶谷,保密,,子评论
回复 @泛渚 :抽俩嘴巴子吧[妙啊],田野上的食遇记,男,,子评论
回复 @泛渚 :抽个大嘴巴子[藏狐],齐司礼才没有怪怪,保密,在无垠的苍穹之下，我们终将会再会。,子评论
回复 @泛渚 :抽个小姐姐[doge],何を食べましょうか,男,希望每个人都可以吃饱吃好哦~,子评论
回复 @君顾彡 :一堆烂事，,洺明水,保密,坚持所爱，坚守信仰，为了人类至高无上的事业，不论选择何种职业，成为熊熊燃烧的生命烈火，成为永恒的光，哪怕现在就死去，即便葬身在黑暗。,子评论
抽你个大嘴巴子[藏狐],DK噢啦图,保密,啦啦啦,子评论
先来一嘴巴子,御坂1500号,男,每天保持平衡的心态面对枯燥乏味的生活，以乐观积极的心态迎接未知的明天，持续到下个世纪,子评论
回复 @御坂1500号 :你那个闪电哪来的?,嘻嘻哈哈050313,保密,,子评论
回复 @嘻嘻哈哈050313 :最近才有的答题试炼,御坂1500号,男,每天保持平衡的心态面对枯燥乏味的生活，以乐观积极的心态迎接未知的明天，持续到下个世纪,子评论
回复 @泛渚 :在抽个虎式坦克,稳中求好,保密,,子评论
回复 @泛渚 :抽个号啊,风部音上,保密,。,子评论
回复 @我爱吃炒B :啪,风部音上,保密,。,子评论
姐妹们，咱就是说，龙漕沟风景真的超级好，水清可见底，真是绝绝子🤩🤩🤩🤩,十一月的悲哀,保密,我的一生:
《我在人间凑数的日子》
废物的诞生
糟糕的婴儿
莫欺少年穷
莫欺中年穷
莫欺老年穷        
不甘的死亡,子评论
在？给点流量,头像是我歪夫,保密,,子评论
姐妹们，咱就是说，龙漕沟风景真的超级好，水清可见底，真是绝绝子🤩🤩🤩🤩,海绵宝宝飞飞兔,女,查我成分,子评论
B站在小红书也有号吗[doge],晓鸽vt,保密,用心做,子评论
抽个仙女,第一视角2060,保密,,子评论
原视频是怎样来着？[藏狐], iKF蓝牙耳机, 保密, iKF-无线蓝牙耳机行业中的年轻潮牌。记得关注i总，福利多多~定时抽奖！（10w粉i总的老板女装）,主评论
最惨官方,mfuns弹幕网,保密,,子评论
哭了[大哭][大哭],iKF蓝牙耳机,保密,iKF-无线蓝牙耳机行业中的年轻潮牌。记得关注i总，福利多多~定时抽奖！（10w粉i总的老板女装）,子评论
在？抽个耳机[脱单doge],账号已注销,保密,,子评论
你是怎么做到在14w点赞上面的,-清十二-,保密,咕  咕咕   咕咕咕    咕咕咕咕～,子评论
[藏狐],Chihiro___千寻,保密,,子评论
在？抽个耳机,铃川莽夫-,保密,,子评论
别见外，送个耳机[doge],超爱食堂二楼的小包纸,女,,子评论
在？抽个小姐姐[脱单doge],风部音上,保密,。,子评论
在抽？个耳机？,烛照九幽之主,保密,,子评论
这是疯狂动物城中国区原版本，因为介质原因无法上映，感谢up让我们[给心心]看到了最初的原版。特邀男主角@无穷小亮的科普日常 胡主任的荧幕首[热词系列_秀][藏狐][藏狐], 墨白不可拆, 保密, UID:57903491,主评论
介质原因是啥原因,你干嘛哈蛤哎哟,男,,子评论
老bilibili番剧了,SoJupiter,保密,,子评论
回复 @吃花椒旳瞄酱 :具体就像某番停播不能播一样的介质原因[doge],墨白不可拆,保密,UID:57903491,子评论
[藏狐][藏狐]胡主任可还行,最帅哒二狗蛋,女,交大,子评论
藏狐区,乔鲁诺丶乔巴纳i,男,所谓觉悟，就是在漆黑的荒野上开辟出一条理当前进的光明大道。

——乔鲁诺·乔巴纳 JOJO奇妙冒险,子评论
没有👴，差评[doge][doge],锦然_ling,女,好像也没什么特别想说的呢~,子评论
你别说，盲猜一手过两天迪士尼联系b站要求下架视频[藏狐],三碗尊尼获加不过岗,男,,子评论
一直在找这句话。网友果然没让我失望[doge],间音梵,保密,,子评论
回复 @我是欧拉视力差 :下载了已经[妙啊],从前有只郑黑炭,保密,这只喵贼懒，啥都没写┑(￣Д ￣)┍,子评论
回复 @吃花椒旳瞄酱 :我个人最早看到这个是tx视频的权游最后一集，由于介质原因[妙啊],从前有只郑黑炭,保密,这只喵贼懒，啥都没写┑(￣Д ￣)┍,子评论
[藏狐][藏狐],爱做梦的天翼,保密,,子评论
我说怎么突然那么多点赞，原来推送前面去了[藏狐],墨白不可拆,保密,UID:57903491,子评论
省流大师：[藏狐]：梗            🐰：梗,原点_N9,保密,,子评论
[藏狐],荒野-小萌新,保密,,子评论
[藏狐][藏狐][藏狐],我是真的老八啊啊,保密,,子评论
furry震惊[辣眼睛][辣眼睛][辣眼睛][辣眼睛],是明泽呀,男,(꒪ꇴ꒪(꒪ꇴ꒪ ;)哈?,子评论
介质原因太经典了,少明客,男,,子评论
好家伙，上一个敢给疯狂动物城配音的，到现在还在跟迪士尼对打[doge][doge][doge], 长梦佐酒, 保密, 从前有只沙丁鱼，他睡觉前没关灯。第二天他变成了一只,主评论
好好想下，你39赞怎么压住了楼下,76839-1,保密,,子评论
说的好，我下载了,准备起飞宿舍长,男,这个人很可怕，我们什么都不敢写。。。,子评论
咆哮动物城刚看完就下架了[藏狐],刘帅刘雯萱全国后援会,保密,旧:暴走的小墨染,子评论
艹 你是怎么把下面过万的赞压下去,阿阿阿阿阿阿奥,保密,如果你极度自律，你会有不同的人生
人生的意义在于你是否开心
想要什么，尽管努力，去得到它,子评论
上一个配音的现在还在视频里疯狂嘲讽迪士尼[doge],yorushikana,男,拿不拿永远的神,子评论
缓存了[doge],YeIl0w,男,美好的未来在等着你,子评论
回复 @yorushikana :嘟督吗[doge],倾城墨离,男,,子评论
哈哈哈哈哈对打笑拉了[大笑],夏小柠檬_,女,略略略,子评论
泪目，当时特别喜欢[笑哭],SH-Alice,男,T^T,子评论
[热词系列_知识增加],账号已注销,保密,,子评论
你怎么突然就上来了？,账号已注销,保密,,子评论
回复 @倾城墨离 :对啊[doge],yorushikana,男,拿不拿永远的神,子评论
一千赞的在两千的上面，两千的在三千的上面，不知道滴还以为这是啥新的排序方式呢[藏狐],猫猫给我摸摸,保密,,子评论
哪位？,ATX先生,男,一个社会主义好青年,子评论
回复 @模型机一号 :我不知道 这是嘛情况,dove_7,保密,只是记录,子评论
好家伙，一刷5个赞[doge],羽香の薄荷糖,女,go to school now.QWQ,子评论
@嘟督不噶油,Giolinq,保密,历史的进程离不开每个人的奋斗,子评论
up小心被迪士尼冲[藏狐],微生白白白,女,,子评论
这又不是朱迪男朋友，那时红狐狸，这是藏弧[藏狐],挖土qq战爽签鲲易晗,男,世代传承的意志，时代的变迁，人民的梦想,子评论
来个链接好吗秋梨膏[藏狐],朝青or暮雪,男,很喜欢一句话
“你所热爱的，就是你的生活”,子评论
这又不是朱迪男朋友，那时红狐狸，这是藏弧[藏狐],挖土qq战爽签鲲易晗,男,世代传承的意志，时代的变迁，人民的梦想,子评论
来个链接好吗秋梨膏[藏狐],朝青or暮雪,男,很喜欢一句话
“你所热爱的，就是你的生活”,子评论
对，我马上想到都督配的动物城被迪士尼发函了,武装抵抗,保密,,子评论
祝up平安~哦~祝up平安[藏狐],山海易平__,保密,,子评论
回复 @武装抵抗 :于是已经看不到了吗,八宝粥截轮胎,保密,,子评论
回复 @yorushikana :哪个up,八度空间噢,保密,Jay
Kobe
Curry,子评论
回复 @模型机一号 :点赞数的增长速率,是梓阳啊,男,梓阳？平平无奇的计科人罢了,子评论
回复 @daogelaojie :你搜一下应该还有别人发的，那个质量不看是人类的损失,北葉拾芥,女,,子评论
回复 @暴走的小墨染2020 :俺也一样，到现在都找不到带弹幕版本的了[藏狐],KID_six,男,2020.4.14开学的失踪人口,子评论
想念鬼叔配的东北奇缘,JADSLY,保密,这个人什么也没有写(╯‵□′)╯︵┻━┻,子评论
真的，当初咆哮动物城疯狂入坑的啊啊啊！！下架的时候可难受了啊啊啊啊,定昏羊ay,保密,长桥上灯火闹
我怎么这么容易脸红哇！,子评论
指个路？现在网络上还有吗？,Neuron神經元,男,沙雕UP，音游爱好者，优秀宣传片收集,子评论
泪目了，当时因为那个系列才知道的嘟督，入站第一次笑那么开心,ChilliYa,女,不在学习就是在唱歌追番打游戏啦 ᐇ
lof/twi/ins同名,子评论
回覆 @倾城墨离 :好像是嘟督，下架了,Easonchen1119,保密,日本著名篮球运动员赤木刚宪说过:控制篮板球，就能控制比赛。,子评论
等着吃律师函吧,无限重合,保密,EL PSY CONGROO,子评论
回复 @daogelaojie :搜妖孽动物城比如这个https://b23.tv/BV1h4411J77D,-烧卖豆沙包-,保密,咸鱼,子评论
谁啊？我也想看看[OK],嘟督不噶油,男,恶搞向游戏UP主，我的梦想是成为最伟大的梦想家！商务合作请私信。新浪微博：嘟督不噶油。,子评论
回复 @嘟督不噶油 :[热词系列_大师球],林达man,男,,子评论
回复 @嘟督不噶油 :阿这，这就看到当事人了[藏狐],江少尹,男,,子评论
谁啊？我也想看看[OK],嘟督不噶油,男,恶搞向游戏UP主，我的梦想是成为最伟大的梦想家！商务合作请私信。新浪微博：嘟督不噶油。,子评论
回复 @嘟督不噶油 :[热词系列_大师球],林达man,男,,子评论
回复 @嘟督不噶油 :阿这，这就看到当事人了[藏狐],江少尹,男,,子评论
哈哈哈哈,十一二公,保密,咳咳，想了解一下这个世界,子评论
回复 @嘟督不噶油 :这位更是重量级[脱单doge],几只大哈鱼,男,愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光，就令萤火一般,子评论
嘟督现在隔三差五的就在视频里diss迪士尼[滑稽][滑稽][滑稽],林中抚琴_,保密,,子评论
回复 @嘟督不噶油 :当事人很快啊[滑稽][滑稽][滑稽],林中抚琴_,保密,,子评论
回复 @倾城墨离 :是啊，我就是看这个才关注嘟嘟的，就是可惜了视频没了,奕芷菡,男,能躺就不坐着，能甜就不咸着,子评论
回复 @嘟督不噶油 :啊这，当事人来了,幕冬i丶,男,,子评论
回复 @自由芝士 :以前同学给我看过[滑稽],白秋_殇,保密,消息有红点！......原来是点赞吗......,子评论
回复 @嘟督不噶油 :抓住！,西谷夕noya_,女,,子评论
回复 @嘟督不噶油 :！耶活捉[热词系列_知识增加],老丁鱼,保密,杂食狗,子评论
你看时间，没超过5分钟[滑稽],谋男子飝,男,Michael Jackson is the king of pop,子评论
回复 @嘟督不噶油 :[喜极而泣][喜极而泣],没有冰C的申鹤,保密,甘雨歪，凌华歪，薙刀歪，mhy你真行啊˃ʍ˂,子评论
回复 @嘟督不噶油 :[doge]一个up，叫猪猪不揩油,LineMax,男,距离百年孤独还差八十年。,子评论
回复 @嘟督不噶油 :嘟美丽~,醋溜激得儿老树皮,保密,,子评论
我记得之前还剩一个视频在,杳羌羌羌,保密,,子评论
回复 @嘟督不噶油 :我擦，这位更是重量级,半夜咳嗽的狼,保密,ⓘ 该账号封禁中,子评论
回复 @嘟督不噶油 :草 抓到了 大师球,KokoroBroken,保密,,子评论
回复 @嘟督不噶油 :[热词系列_好家伙],辉月姬梨衣,保密,僕は虎鲸のことが好きな麦氏环企鹅だけだ,子评论
回复 @嘟督不噶油 :我擦，这位更是重量级,半夜咳嗽的狼,保密,ⓘ 该账号封禁中,子评论
回复 @嘟督不噶油 :草 抓到了 大师球,KokoroBroken,保密,,子评论
回复 @嘟督不噶油 :[热词系列_好家伙],辉月姬梨衣,保密,僕は虎鲸のことが好きな麦氏环企鹅だけだ,子评论
说得好，录屏了[doge],Daniel-Lin-,男,这里是Daniel。主玩phigros和bang dream，平时喜欢折腾和研究电子设备，是音游人和玩机人（,子评论
回复 @我永远喜欢米西米亚 :我能看看吗？,迷失岛几十块,保密,,子评论
dududududu[doge],Aolegeao,男,叠buff,子评论
回复 @暴走的小墨染2020 :那真真是时代的眼泪啊,我叫达啦崩蹦蹦吧,女,哎呀呀 我的快乐b站被发现啦,子评论
赶紧缓存[笑哭],新闻部部长-芬格尔,保密,EVA，失去你之后我再也没有喝醉过。,子评论
回复 @yorushikana :能给个传送门吗？[doge],进击の滑稽,男,,子评论
回复 @千叶结缍 :不用西半球就是全球，东半球那个说自己打不过[吃瓜],师爷的钟二小姐,男,猎人/恶魔人/细思极恐/黑暗恐怖/R20。史学，哲学，美国精英，两河，黎凡特，埃及，希腊，罗马，奥斯曼,子评论
回复 @倾城墨离 :注意保护受害者隐私[doge]是嘟某人,三線花開,男,这个人什么都不写，就是个性！,子评论
[热词系列_好家伙]嘟督粉丝这么多,-长巾-,保密,红豆面包！,子评论
回复 @嘟督不噶油 :这位更是重量级,绅士啊。,保密,哔哩哔哩孤狼版,子评论
回复 @千叶结缍 :怎么缓存啊指点一下,云云云云歌,男,,子评论
回复 @JADSLY :靠这个真的破防了,天微凉下厨房夜晚守望,女,随缘更 微博：天微凉下厨房夜晚守望 绿洲天微凉下厨房夜晚守望 抖音：twlxcfywsw666,子评论
回复 @嘟督不噶油 :哈哈哈哈哈当事人来了，顶上去[热词系列_锤],三鱼番的鱼,保密,,子评论
兄弟们能给个链接吗？,不华而实,保密,缘起缘灭,子评论
回复 @嘟督不噶油 :[热词系列_大师球],_橘煙,男,微博：_粤冷   VX: 雲喜  QQ：雲喜,子评论
迪士尼觉得你做的很好并递上了律师函[藏狐],逍遥于乱世之外,保密,,子评论
回复 @进击の滑稽 :@嘟督不噶油,12kna,保密,,子评论
吓得我赶紧缓存了,李雅普诺夫颜粉,保密,,子评论
回复 @天上的木房子 :点击页面右上角的那个像  ：一样的东西，不过是三个点，就能看到了,寻彴,保密,,子评论
缓存了,本动漫由哔哩哔哩提供,女,:D,子评论
回复 @嘟督不噶油 :！！！[热词系列_大师球],晨逸小王子,女,你吃了吗我的朋友,子评论
回复 @嘟督不噶油 :[热词系列_大师球],BZ闲人,男,这个人没有懒死,子评论
回复 @朝青or暮雪 :百毒妖孽动物城 应该有存活的 不知道土鳖上还有没有,誹葙绯诽珦,男,邀一霞月，祭一沧海。心游浮尘，唯光明故。,子评论
气死了，我记得我收藏了还没看来着,姜姜烟烟烫烫,保密,想拥有，点石成金的能力！,子评论
[藏狐]好家伙 现在都有藏狐这个表情了,阔爱的翠花花,保密,,子评论
回复 @嘟督不噶油 :[热词系列_大师球]嘟督宝！,世纪彼末界,保密,,子评论
哈哈哈哈这就缓存,鲜衣怒马少年意气,保密,行动,子评论
现在的小b友不知道妖孽动物城,BLACK-KNEE,男,啊这,子评论
好家伙，我立马缓存了,冰寒草,男,此生无悔与你相遇～哔哩哔哩乾杯 []~（￣▽￣）~*,子评论
回复 @朝青or暮雪 :链接:https://pan.baidu.com/s/17j9itpIAuM9Yk1-tKAgbMQ 
提取码:1111,薄__凉,保密,,子评论
回复 @Neuron神經元 :链接:https://pan.baidu.com/s/17j9itpIAuM9Yk1-tKAgbMQ 
提取码:1111,薄__凉,保密,,子评论
回复 @迷失岛几十块 :链接:https://pan.baidu.com/s/17j9itpIAuM9Yk1-tKAgbMQ 
提取码:1111,薄__凉,保密,,子评论
回复 @不华而实 :链接:https://pan.baidu.com/s/17j9itpIAuM9Yk1-tKAgbMQ 
提取码:1111,薄__凉,保密,,子评论
回复 @薄__凉 :谢谢,迷失岛几十块,保密,,子评论
回复 @我永远喜欢米西米亚 :怎么下载啊？,桀骜晓书生,男,山本无忧，因雪白头；水本无愁，因风起皱！,子评论
BV1TW411r7ub好家伙，那我直接分享一波[doge],行星防御理事会PDC,男,厚积薄发
,子评论
回复 @朝青or暮雪 :来！
BV1TW411r7ub,行星防御理事会PDC,男,厚积薄发
,子评论
梦 回 妖 孽 动 物 城,一个名叫先某的屑麻雀,男,先某 字麻雀 自号尹水教主 直隶千顷洼人
学生党，创价民，胡桃的老公（？
沉沉迷于杀鸡和幼儿园无法自拔，拖更
喜欢就坚持下去吧，你太可爱了！,子评论
回复 @嘟督不噶油 :哟  来了[妙啊],轻狂殘夜,男,别怕路长梦远  总有星河照耀,子评论
兄弟们跟团：→https://b23.tv/KLXZ8s[doge]
一起冲漂亮国德特里克堡实验室[doge],胖皮李狗,保密,,子评论
回复 @三線花開 :隐私保护得很好，差一点就猜出是嘟美丽了[doge],寻痕足跡,男,低眉不触物，何以见悲欢。,子评论
回复 @JADSLY :哪还有吗,带带我大佬,保密,,子评论
嘟嘟吗,凉宫醒丶,男,,子评论
回复 @行星防御理事会PDC :谢谢,朝青or暮雪,男,很喜欢一句话
“你所热爱的，就是你的生活”,子评论
回复 @薄__凉 :谢谢,朝青or暮雪,男,很喜欢一句话
“你所热爱的，就是你的生活”,子评论
回复 @yorushikana :我的命运就和迪士尼里的主角一样悲惨（父母双亡）,rulesofnatureyjy,保密,,子评论
回复 @薄__凉 :多谢！,Neuron神經元,男,沙雕UP，音游爱好者，优秀宣传片收集,子评论
回复 @霸刀宋噫 :B站就有,霸气惊动,男,,子评论
